Year,World,Total 12 Western Europe,Western Europe,Western Offshoots,Latin America,Asia,Africa,RATIO OF RICHEST WORLD REGION TO POOREST (1),RATIO OF RICHEST WORLD REGION TO POOREST (2),RATIO OF RICHEST 4 TO POOREST 4,RICHEST 4,POOREST 4,Largest,2nd Largest,3rd Largest,4th Largest,4th Smallest,3rd Smallest,2nd Smallest,Smallest,Austria,Belgium,Denmark,Finland - Finlande,France,Germany - Allemagne,Italy,Netherlands,Norway,Sweden - Suède,Switzerland,United Kingdom,Total 12 Western Europe - 12 pays d'Europe de l'Ouest,Ireland - Irlande,Greece - Grèce,Portugal,Spain - Espagne,13 small Western Europe - 13 petits pays d'Europe de l'Ouest,Western Europe,Australia,New Zealand,Canada,United States,Western Offshoots,Albania - Albanie,Bulgaria - Bulgarie,Czechoslovakia - Tchécoslovaquie,Hungary - Hongrie,Poland - Pologne,Romania - Roumanie,Yugoslavia - Yougoslavie,Total 7 East European Countries - 7 pays d'Europe de l'Est,USSR - URSS,Bosnia - Bosnie,Croatia - Croatie,Macedonia - Macédonie,Slovenia - Slovénie,Serbia/Montenegro - Serbie/Monténégro,Former Yugoslavia - Ex-Yougoslavie,Czech Republic - Republique tchèque,Slovakia - Slovaquie,Former Czechoslovakia - Ex-Tchécoslovaquie,Armenia - Arménie,Azerbaijan - Azerbaïdjan,Belarus - Bélarus,Estonia - Estonie,Georgia - Géorgie,Kazakhstan,Kyrgyzstan - Kirghizstan,Latvia - Lettonie,Lithuania - Lituanie,Moldova - Moldavie,Russian Federation - Fédération russe,Tajikistan - Tadjikistan,Turkmenistan - Turkménistan,Ukraine,Uzbekistan - Ouzbékistan,Total Former USSR - Ex-URSS,Argentina - Argentine,Brazil - Brésil,Chile - Chili,Colombia - Colombie,Mexico - Mexique,Peru - Pérou,Uruguay,Venezuela,Total 8 Latin American countries - 8 Pays d'Amérique latine,Bolivia - Bolivie,Costa Rica,Cuba,Dominican Republic - République dominicaine,Ecuador - Equateur,El Salvador,Guatemala,Haïti,Honduras,Jamaica - Jamaïque,Nicaragua,Panama,Paraguay,Puerto Rico - Porto Rico,Trinidad and Tobago - Trinité-et-Tobago,Total 15 Latin American countries,Total 24 small Caribbean countries - 24 petits pays des Caraïbes,Latin America,China,India,Indonesia - Indonésie,Japan,Philippines,South Korea - Corée du Sud,Thailand - Thaïlande,Taiwan,Bangladesh,Burma - Birmanie,Hong Kong,Malaysia - Malaisie,Nepal,Pakistan,Singapore - Singapour,Sri Lanka,Total 16 Asian countries - 16 pays d'Asie,Afghanistan,Cambodia -  Cambodge,Laos,Mongolia - Mongolie,North Korea - Corée du Nord,Vietnam,20 Small Asian Countries - 20 petits pays d'Asie de l'Est,Total 26 East Asian countries - 26 pays d'Asie de l'Est,Bahrain - Bahreïn,Iran,Iraq - Irak,Israel - Israël,Jordan - Jordanie,Kuwait - Koweït,Lebanon - Liban,Oman,Qatar,South Arabia - Arabie saoudite,Syria - Syrie,Turkey - Turquie,United Arab Emirates - Émirats Arabes Unis,Yemen - Yémen,Palestine and Gaza - Cisjordanie et Gaza,Total 15 West Asian countries - 15 pays d'Asie de l'Ouest,Asia,Algeria - Algérie,Angola,Benin - Bénin,Botswana,Burkina Faso,Burundi,Cameroon - Cameroun,Cape Verde - Cap Vert,Central African Republic - République Centrafricaine,Chad,Comoro Islands - Comores,Congo,Côte d'Ivoire,Djibouti,Egypt - Égypte,Eritrea and Ethiopia,Gabon,Gambia - Gambie,Ghana,Guinea,Guinea Bissau - Guinée Bissau,Kenya,Lesotho,Liberia,Madagascar,Malawi,Mali,Mauritania - Mauritanie,Mauritius - Maurice,Morocco,Mozambique,Namibia - Namibie,Niger,Nigeria,Reunion - Réunion,Rwanda,Senegal - Sénégal,Seychelles,Sierra Leone,Somalia - Somalie,South Africa,Sudan - Soudan,Swaziland,Tanzania - Tanzanie,Togo,Tunisia,Uganda,Zaire,Zambia - Zambie,Zimbabwe,Total 6 African Countries - Pays d'Afrique,Africa,Equitorial Guinea - Guinée Équatoriale,Libya - Lybie,São Tomé and Principe - São Tomé et Principe,"Mayotte, Saint Helena, West Sahara : Mayotte, Sainte Hélène, Sahara Occidental",Total 6 African Countries - 6 pays d'Afrique,World,formula check
1930,1771.7158543737087,4288.760087825855,4014.474287237669,6027.602668205294,1947.3629588618312,682.0009051985827,776.5224119081882,8.838115348908808,8.838115348908808,8.504915252446976,5850.43729493062,687.888958475791,6245.718341150333,6212.7127066015455,5602.530441400305,5340.7876905703,776.5224119081882,725.615338882283,682.0009051985827,567.4171779141104,3585.715439856374,4978.618251609708,5340.7876905703,2665.633806900551,4531.558399423215,3973.3575072214367,2917.652465610219,5602.530441400305,3712.382258639117,3937.034904583265,6245.718341150333,5440.862468931234,4288.760087825855,2897.164332080629,2258.2270508581328,1570.754716981132,2620.388142461079,3290.794979079498,4014.474287237669,4708.301128458803,4960.12123241795,4810.604500381389,6212.7127066015455,6027.602668205294,,1284.4144511843272,2925.8101833525498,2403.680523815327,1994.2838224591621,1218.8150547175453,1318.4563059623795,,1448.4249075838634,,,,,,,,,,,,,,,,,,,,,,,,,,4079.581956977796,1048.2304575786463,3142.9440315050065,1474.0412547268083,1617.8748180494906,1416.7018207654069,4301.22591943958,3444.475266697665,1913.6450455126983,,1626.0,1505.3427156632786,,,1045.138888888889,1775.8328627893845,,1563.157894736842,,1414.7058823529412,,,,,1361.2399576553876,,1947.3629588618312,567.4171779141104,725.615338882283,1163.8557000462079,1850.3913212778218,1476.2770956495376,1020.0719424460432,,1099.4798439531858,,,,1635.8486290505325,,,,1265.1130190993515,,,,,,,,,,,,,,,,,,,,,1249.2631296891748,,,,,682.0009051985827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.5224119081882,,,,,,1771.7158543737087,430.0
1940,1941.5305298829915,4984.211685952116,4547.5593879072885,6837.844865786945,2226.8839393689914,696.7960093186447,835.029882544251,9.813266399836683,9.813266399836683,7.978815977358771,6640.676259769741,832.2884346015467,7009.637212844078,6856.004976568655,6396.620918125886,6300.441931540343,1111.0429447852762,835.029882544251,696.7960093186447,686.2849017580145,3959.2143176733784,4561.75641025641,5116.283924843423,3220.415359653867,4042.1678780487805,5402.505906780268,3505.190847954865,4831.359950444869,4087.566094853683,4857.287916928886,6396.620918125886,6856.004976568655,4984.211685952116,3052.062204192022,2222.9395604395604,1615.114006514658,2080.4053267073027,3823.767724510466,4547.5593879072885,6166.139165009941,6300.441931540343,5368.2453798767965,7009.637212844078,6837.844865786945,,1548.0289301290197,,2626.402439954517,,,,,2143.6495381946215,,,,,,,,,,,,,,,,,,,,,,,,,,4161.433830296711,1249.7202899255728,3258.6766028441407,1895.1373082354107,1851.959005541117,1823.281683891589,3660.559796437659,4045.1664096483314,2118.606954454059,,1762.9032258064517,1208.0595707402542,,1356.0421735604218,1111.0429447852762,2742.272727272727,,1160.0,,1372.2891566265062,,1752.4752475247524,,,1555.6522368322485,,2226.8839393689914,,686.2849017580145,1235.226220163876,2874.2901722696556,1587.3379559843233,1442.1194087156844,,1346.9183230332387,,,,1278.064041221936,,,,1250.8966416693838,,,,,,,,,,,,,,,,,,,,,1675.2707479939397,,,,,696.7960093186447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.029882544251,,,,,,1941.5305298829915,440.0
1950,2111.3452053922747,5018.186706451524,4578.569068058787,9268.434191014525,2506.4049198761513,711.5911134387069,893.5373531803135,13.02494370148267,13.02494370148267,27.17090641346048,8593.043800832167,316.2590040270121,9561.34786006528,9063.698338304219,8455.649239379345,7291.479765579824,348.50665555818307,324.0556033571506,303.3210325065903,289.15272468612466,3706.0748943778744,5462.204473498006,6943.104659330368,4253.28643767617,5271.312336396614,3880.8871812755187,3501.9000106145845,5996.127760374793,5463.188863155663,6739.2310099579345,9063.698338304219,6939.3739900652345,5018.186706451524,3452.8983624129182,1915.007451730287,2086.405495839626,2188.970565937745,3846.1966152161567,4578.569068058787,7411.576424185927,8455.649239379345,7291.479765579824,9561.34786006528,9268.434191014525,1001.3386153623247,1651.031110614852,3500.6371254552423,2479.958154976035,2446.8926873108153,1181.9519614863611,1550.9826246572377,2111.248870408312,2841.45804811279,,,,,,,,,,,,,,,,,,,,,,,,,,4986.724458342974,1671.7226694010403,3821.152213498548,2152.8412932817723,2365.0192837117406,2262.6924336717984,4659.397750965581,7461.959518515249,2700.170747991159,1919.3587338956802,1963.1318758636282,2046.2256497505446,1026.7882946134414,1862.932887827879,1488.8132797195588,2084.893916286289,1050.6195878884937,1313.3563450131232,1326.7848759524757,1615.7884574047562,1915.9620930821443,1584.3661417296153,2143.823264201984,3674.0506329113923,1750.0645160091092,1980.1163918525704,2506.4049198761513,438.7279061474173,619.0027855153203,839.5177308553572,1920.7207207207207,1070.2625266524522,769.7004826542515,817.0493933925926,924.3929740120034,539.5438685444346,395.6863567539187,2218.1493071077334,1559.2653733820407,496.33394754010465,643.019945735464,2218.9609627238037,1252.871163082063,662.2732630703254,644.7561631572954,517.6526769129067,612.9426336596705,435.4220318410389,770.0234607449579,658.0757944250278,1150.5086774386596,691.090387599636,2104.453946658506,1719.610564284404,1363.606289073643,2817.303102928149,1663.1490027834268,28878.13814240521,2428.7394253416155,623.094616585667,30387.13121689191,2230.766033202956,2408.5022909886875,1622.9327657763681,15797.558085147599,911.2310738852693,949.2986011371909,1775.917346159352,711.5911134387069,1364.7395829666857,1051.8219640146228,1083.6280470946328,348.50665555818307,474.31265682472696,360.1424593884632,670.951129173315,449.6476245415064,771.5770558215959,475.50223965389574,560.3052244033098,1289.4492141921503,1040.8779026075442,1499.5815375278542,909.9025845736294,390.0745507391673,3108.3773176667414,607.364675398951,1121.7935498387897,303.3210325065903,289.15272468612466,650.6009470468632,355.36603967980216,1054.758855908288,951.0104714046851,324.0556033571506,456.8752297476327,463.9176730528074,2489.7586873950554,1455.3613551578314,1133.420416551131,2159.704870096796,813.3518466170884,752.6813237615304,1989.3063339026312,546.9020479685626,1258.8983876315187,1912.258165761654,656.2684004233228,1056.633244897725,2534.9459559812576,820.836813919572,721.0890744474776,423.71368929684735,573.9940203819937,1114.5962594351395,686.8541034337666,569.742074194474,660.9100089642086,700.9793733314501,800.6885605767484,893.5373531803135,539.7625044980209,857.168120419638,820.3582789218149,790.1436890930906,800.6885605767484,2111.3452053922747,450.0
1960,2777.334256335963,7607.224129243813,6896.214150950702,10961.082848353792,3132.692581420823,1029.3734393489196,1065.949905114185,10.648305492792483,10.648305492792483,25.836300595960246,10510.323779447426,406.80451678483786,12456.732562476687,11328.475516269904,9465.178817630554,8790.908221412563,438.66198159122393,402.56574541715287,394.1449762695665,391.845363861408,6518.540002556958,6952.0874686084635,8811.831477843265,6230.359400397327,7545.631705714912,7705.233225059704,5916.239023379604,8286.609785826224,7207.840638393584,8687.509148915264,12456.732562476687,8645.23027571985,7607.224129243813,4282.132768361582,3145.6378067357114,2955.835647968838,3071.649933143908,4988.107181710626,6896.214150950702,8790.908221412563,9465.178817630554,8752.507627924268,11328.475516269904,10961.082848353792,1450.9147231802572,2911.712565955613,5108.318511332441,3649.1015883674495,3214.6655576367243,1843.7188046247886,2437.03635891883,3069.7503864144032,3945.3375081934723,,,,,,,,,,,,,,,,,,,,,,,,,,5559.465947070551,2334.8552008157912,4319.774871268283,2496.814494474832,3155.202618660314,3022.5556338737288,4960.155576777115,9645.889496476071,3392.410843910464,1606.2558949678705,2715.497002456688,2051.8811875552315,1302.4959399508832,2288.5191790860235,1763.646568791319,2261.736088700701,1054.598719277694,1397.7987743641245,2653.537477999539,1982.9865116721533,2391.056195048841,1555.3500375483493,3420.6955046649705,6250.965939487607,2054.3724527512154,2700.841622035195,3132.692581420823,672.6835264664878,753.2488479262672,1019.1907951372121,3986.417548782043,1476.185286806495,1105.4650272311244,1078.2273673115192,1492.0832604762534,544.3457121254988,563.6218794764391,3133.678015152993,1530.4040710480508,606.9923404960954,647.4103644959449,2309.88824101069,1299.8044979045828,961.6727396437074,739.410648612079,720.1787639174593,678.974523299695,585.553688673988,1104.9942796843197,799.1146907271044,1373.5996103263517,861.7337529648698,2843.3681269135036,2153.5431246234416,2735.0207888845675,4663.1665645218245,2330.006006263399,28813.49350289377,2392.5221124151376,934.7083836463336,33104.2120599357,3719.096730823886,3023.4679553737315,2247.465209244231,22432.80229402804,963.9419191412345,1377.7048909421742,2492.336674049696,1029.3734393489196,2088.1030858811905,1252.984985025047,978.1159649150053,402.56574541715287,608.7348706263664,444.2356834357522,832.000884090454,507.52026601689795,925.3793711803577,568.648158976933,712.1015623753266,1523.3858332760055,1256.2958674013264,1771.4852327884937,991.455184937412,438.66198159122393,4184.206986200538,721.6518530202578,1378.420029857518,391.845363861408,500.76800324755,725.5171511750693,458.0788820400644,1229.5738583307184,1125.4301145807624,394.1449762695665,534.7899076036115,624.5917985356518,2776.8754883649294,1328.6986512746798,1327.3322143676978,2615.982459164994,939.8514357209247,853.7296193967244,2239.388958870693,656.1079832676551,1444.6390453789054,2366.5239470203846,855.6482670516385,1277.1487139027872,3041.4726678782977,1023.5380325371464,934.597154639953,459.1142046601834,697.6574108526902,1342.610656769464,712.8965713943793,754.6389423689261,959.8028030397329,937.9363853746747,1612.9534924882705,1065.949905114185,746.308438616131,1829.668888229504,867.4668391085596,1047.1204188481674,1612.9534924882705,2777.334256335963,
1970,3736.384238452876,10958.808990873065,10194.61385171923,14560.481844671916,3985.7540465139,1530.0923957239386,1356.9908360419292,10.72997802044259,10.72997802044259,29.161067780890907,14333.839351629078,491.5402775827697,16903.6221477581,15029.846087821626,12716.337824014836,12685.55134692175,541.6261139617948,512.5233141816166,462.6902877028526,449.32139448481496,9747.443648030838,10610.824046981676,12685.55134692175,9576.869279446637,11664.185716817296,10839.145088003876,9718.511174761605,11966.773413973782,10033.048038033872,12716.337824014836,16903.6221477581,10767.471958584987,10958.808990873065,6199.450866072337,6210.645384419945,5472.899758961545,6319.133697454214,7398.818606197029,10194.61385171923,12023.544726133005,11189.33540778982,12050.490515258263,15029.846087821626,14560.481844671916,2003.536581480826,4773.223453572573,6466.339872642831,5027.915450762804,4427.795779053819,2852.907142668206,3754.519676373533,4315.164664216957,5575.010392793678,,,,,,,,,,,,,,,,,,,,,,,,,,7301.966216700366,3056.718909686926,5292.810270267846,3094.2164359319218,4319.645997080672,3807.303983991268,5184.0537402002155,10671.762277378813,4308.755958730484,2176.3749540405015,3753.9116450775937,1917.4162499973663,1561.4701696114753,2845.3106673810107,2186.793388397647,2904.678377388126,906.4228112788184,1601.1718073003149,3848.6727197990317,2811.632783511584,3813.7524999379507,1871.7813617249783,6348.84710374266,8243.979057591623,2587.6535618666976,3859.039190897598,3985.7540465139,783.2546146655018,867.992606284658,1194.4779566371378,9713.948919449902,1764.1316002488466,1953.6614869265843,1694.2713477933696,2980.412261249859,629.10016511079,641.7459169623506,5695.377620611265,2079.152236765982,653.3442719066662,951.5422374748202,4439.126982941007,1509.1542751151853,1419.9832999656205,709.4576032110377,685.1830770519515,747.6665737502597,787.1112536069254,1954.0103143337267,735.026848972428,1796.8867216804201,993.5051532871931,3787.8928744578443,4177.409877993986,3472.706263593048,8100.623187320563,2395.4831171605238,30694.56670350046,2916.6277345578346,3798.535547823696,33160.00161082007,7623.636278628977,3540.306739881936,3078.1873743616256,24552.41148129651,1229.9678342205957,1979.7626415690102,3998.1652117957296,1530.0923957239386,2249.2197132950796,1767.6883901994174,1027.4128471689396,647.2691284568737,702.0539004202775,541.6261139617948,981.8406775741043,618.9589509024773,896.3260488799281,512.5233141816166,1008.8201529766452,1825.1459686522433,1832.752097380542,2069.079324343273,1254.104623803258,591.0675982437693,5869.229842188288,878.8945826119635,1423.972994105523,462.6902877028526,871.5591974640996,912.9115659474583,604.0794544688229,1491.5166855821246,1226.1996839253063,449.32139448481496,587.9353867536322,1058.629378837409,2945.3785752582644,1616.227012230287,1742.8516319676874,3321.4405045387134,971.064598287839,1189.777690911898,3462.6115441304087,716.7669746761385,1435.173578240645,2569.9748132555183,1128.9070824707649,1138.2759891124747,4045.147592300034,888.181194098597,2035.584318624898,566.9056008057707,1075.366917726999,1826.876020646996,868.6070636471795,782.3004980886454,1073.1148552132056,1282.4288389811945,7652.085452695829,1356.9908360419292,1309.002163181541,9114.819109206757,1439.6110333962597,1076.37916549986,7652.085452695829,3736.384238452876,
1980,4519.7544082053555,14056.52577844935,13197.2260180974,18060.16296287559,5412.426128000692,2034.3918234986834,1535.588637173833,11.761068378387023,11.761068378387023,34.118596450152054,17189.88037201159,503.8273012527448,18779.122878756578,18577.36665413365,16175.706391578196,15227.325563577939,577.324612776988,550.9918852919806,547.6912495971139,339.30145734489673,13759.179000595144,14467.441199171306,15227.325563577939,12948.95842377972,15106.123673172155,14114.030434326825,13149.381801964446,14704.500547621197,15128.915562387105,14936.574608930203,18779.122878756578,12931.49128103136,14056.52577844935,8540.723316671567,8971.21650442494,8044.243081265725,9202.509792372886,10435.981624471493,13197.2260180974,14411.839161461148,12346.734381653863,16175.706391578196,18577.36665413365,18060.16296287559,2347.0841213924064,6043.7999070686,7982.0160370616795,6306.455049988236,5739.878092209526,4135.400012577375,6063.293550630506,5785.933433431676,6426.1224029659925,,,,,,,,,,,,,,,,,,,,,,,,,,8205.979887273788,5197.647277204895,5737.841902958052,4264.974084192977,6289.279698885392,4204.7844448820715,6577.390421634528,10139.22774343525,5885.64496976485,2571.996608162244,4910.56593728742,2644.4697101152756,2371.65945069692,4129.285288717289,2353.8176938850015,3680.8974799839452,1303.6798742960652,1929.6335759543554,3121.4064230889853,2154.83350586027,5091.35405176917,3303.740909545021,8182.51721061001,12380.411787846639,3353.5813948187706,4636.950146627566,5412.426128000692,1066.799492476318,938.4418262150222,1869.991185843108,13427.76545926186,2375.5706251697334,4114.101353478124,2554.2594055462873,5869.067789013196,547.6912495971139,822.6707520282091,10502.853982737848,3656.764953410084,636.8337926399115,1160.6198642025356,9057.956004805501,1848.9708279382646,1869.6914102682497,695.820897155843,866.2917746620968,876.0585201018232,1057.5199412889954,2841.0694495719376,757.9260210085888,2210.010396554285,1201.0231982888176,4388.2464012205755,3960.7899419708865,6377.487667612846,10984.255487765851,4479.919352784236,13270.94855305634,3525.5714654565536,4071.913421319034,29552.161783357707,13283.765726224863,6507.873783366706,4015.1103697137296,27709.370931739475,2290.454497261436,2744.2104659422303,5396.626946793031,2034.3918234986834,3142.541979583906,962.4073276562731,1132.537692238205,1737.888698477463,664.9789572944585,626.998736928567,1193.6387692622193,840.5445755816254,770.9923940263753,339.30145734489673,643.4832979425896,2387.9111245550616,2123.114253997456,1661.2588488239314,2069.2899336550095,642.1444899330918,6779.448717134179,1038.784778259025,1157.1752963556971,550.9918852919806,754.1301314526661,1027.6925997359253,1005.3526769696289,1135.7408502571404,1055.371661160973,643.6271040539657,735.9042743597141,1006.4306965300586,4366.749153680399,2272.149739583868,1220.4739893585656,4089.2073761184593,877.0133235624485,1402.3749075463497,3686.0461544931304,951.9664164577771,1301.3667314318845,4274.470370189468,1118.50113824908,1037.0067202525427,4390.036716198205,931.46945353054,2397.238091129241,592.9719317950653,1048.2665190548942,2943.6168354175848,577.324612776988,617.0036942118795,910.5873450621281,1295.4032709769417,6412.925747014871,1535.588637173833,1476.5105914245203,7271.5647239398895,2009.12077048187,1237.0060114151781,6412.925747014871,4519.7544082053555,
1990,5156.66772950687,16872.04493495942,15965.772068289378,22344.91940545087,5052.86245019316,2780.8097496388555,1443.6473077947514,15.478101392772956,15.478101392772956,40.77478298689627,20505.16800836622,502.88846454329223,23200.559941388365,21481.695957229636,18872.38850546588,18466.027629381002,540.0146699047275,526.1266299535165,524.6846177176635,420.7279405972612,16905.183732900274,17196.977524021222,18452.411750815125,16866.371960225664,18092.678013198907,15928.845099962591,16313.12866250758,17262.069182310013,18466.027629381002,17695.267654199015,21481.695957229636,16429.91244180823,16872.04493495942,11817.741291830569,9987.504298381564,10826.399980892276,12054.808890774155,14451.850860418876,15965.772068289378,17105.96433478695,13909.079760590834,18872.38850546588,23200.559941388365,22344.91940545087,2493.7548704950896,5596.901651310294,8512.644063464664,6458.811027279727,5113.408029000253,3510.7667756569867,5778.796854254814,5450.417173201712,6877.811489825383,3736.7366195215445,7350.587698772965,3905.321568424466,11403.872380415969,5249.2250466241685,5778.796854254816,8895.278671720122,7763.059284583941,8512.644063464664,6085.671204997363,4638.576590195502,7184.288366913332,10793.939374676198,7572.518893732409,7319.430116873874,3596.359400845203,9886.181466619308,8645.607863748894,6164.903435764899,7773.00040368225,2978.7310650670083,3626.361521523137,6022.57361687959,4241.06334379247,6877.811489825383,6435.609593812066,4922.863706725847,6401.549571408189,4840.197136948618,6118.578417297606,2955.0802695467605,6473.562075519631,8312.86698802218,5465.21791837251,2197.477905048753,4747.000090843773,2948.0887163509437,2473.7009395484474,3902.8330553395494,2118.675640465548,3008.9813691745653,1040.8627950894584,1870.5589203986572,3608.8084153028094,1453.96154426801,4475.5413424362805,3286.783744124252,10539.42565685867,9270.671051390893,3225.353386542263,4854.843037295412,5052.86245019316,1858.1993243392046,1308.8200238379022,2515.514817459609,18789.132000938993,2223.7123846281575,8704.425109053162,4628.631054655193,9885.962083750164,639.8722002690794,800.338450188743,17540.56244076302,5131.685143524989,807.7015682160611,1596.9609958767182,14364.905736314966,2448.045983643477,2702.419756576819,600.7487766379303,888.2436343887811,929.1163989044406,1332.82799570463,2841.0654799804147,1034.8416704549634,2253.8425710293436,1345.7619957722557,4104.092903555815,3472.0172721126273,2458.43576585929,12967.668040463928,3792.395834035856,6120.883599570684,1937.8718106852707,6478.944417684636,6804.063330127919,9114.735179326253,5700.686536540634,5445.252810074603,13069.563541371916,2272.214740884401,3806.421689541037,4855.773480567517,2780.8097496388555,2917.5331056783575,894.7829877924615,1146.9451939521434,3183.3472385719892,742.3584821387317,733.9633548123417,1231.731027529655,1231.160382976774,707.0034362079218,420.7279405972612,685.2987109857579,2408.2034284530528,1372.1523322682417,1447.739341360547,2522.2943925709224,581.3713515450779,4795.002967574059,866.259153957026,1063.1279286018555,526.1266299535165,797.1319313583067,1090.1923715530024,1201.1355546168095,1025.3693270699787,799.3335242129059,558.4616930657203,734.0633212257447,919.6507443627928,7128.039220983188,2595.888513146744,1115.095042779963,3278.05096840538,562.1044856435972,1160.8961259457622,4510.235925184327,879.7247502838459,1362.7355666783442,4983.727991938888,1025.7383423121917,1083.2850067272732,3966.2066470320497,743.3330056003285,2434.1458453402042,540.0146699047275,757.1124029856951,3337.0537618162184,591.9301237102638,524.6846177176635,816.6954283467213,1355.7148066885213,2831.4710160275054,1443.6473077947514,1564.0188768389442,3087.0870145477165,1389.6679028571905,1373.6598122780842,2831.4710160275054,5156.66772950687,
2000,6012.354771793676,19805.87017888543,19001.518052685897,27065.406884724773,5838.464855919026,3817.481304526442,1463.8047832105344,18.48976529873249,18.48976529873249,64.15002824670086,24425.513015024248,380.7560757587105,28129.232517246288,24364.439402101507,23010.48235943598,22197.89778131323,502.76886560305087,423.57258651523534,378.8447407373807,217.83811017917515,20097.130638113293,20742.457212835692,23010.48235943598,20235.371706860937,20808.371909237652,18595.837497216286,18739.750943431663,21590.793039394015,24364.439402101507,20321.080052275134,22025.173042636758,19817.491438695048,19805.87017888543,22014.83860586734,12043.642392270473,14022.466837947213,15268.861535941014,19401.405709934003,19001.518052685897,21540.369702086453,16010.421591711733,22197.89778131323,28129.232517246288,27065.406884724773,2650.6724806506927,5364.966227993557,8629.581314191491,7137.5000936990455,7214.869172954744,3002.1702171881543,4258.413121985439,5803.724678465411,4350.626939459805,2790.568899078335,6632.080212674932,3296.6489294218322,13457.71643702794,2354.273799895261,4258.413121985439,9046.66867662645,7837.341871864342,8629.581314191491,4318.64501652944,2537.7628219747053,6466.462532648951,10894.38766136373,3054.2651534862375,5040.569879318557,2250.476497418483,6775.67625781417,6442.8533709534695,2127.9025624659475,5156.903667680046,1011.9967730375989,2270.781635794955,2735.640268909583,3407.765355272899,4350.626939459806,8543.557625678015,5556.414714752636,9840.504000416528,5095.795949443193,7218.46227324536,3686.127875427217,7859.153696048737,8414.72852099184,6385.272832220742,2574.755109400414,6173.734516479732,2413.929926565229,3663.1242499423897,3100.5197176614533,2715.5507173114315,3395.631426918692,810.4927955034857,1956.8133518725836,3547.7208221544256,1558.4192143530825,5782.185087744659,3013.8772622429474,14105.741434573767,13598.313343394964,3477.800453563848,5634.03205918619,5838.464855919026,3425.3120616916635,1909.5893428811294,3203.3337285121515,21069.060773480665,2385.3450894832035,14343.051160925952,6335.7346606910705,16641.734274252944,873.3454076716397,1352.7832999299023,21499.18067575278,7871.8255198973375,999.1450531025295,1920.153665983122,22207.181601842127,3644.968507282894,3793.9443364917447,521.7700922912718,1087.2792112584796,1173.2108489080863,1084.6516599476706,1169.1782981660576,1790.0194634113925,2658.4263444331705,1467.192645039973,5065.151536655329,4741.92659707609,1221.223660639532,16158.963339719921,4058.7656775025785,10210.420496439958,3409.132831531041,6892.743277877972,8041.8223115907285,8002.041091913339,7481.329028161327,6597.257845101558,16559.926691100154,2587.5889328153694,5124.095876075107,5705.710968981852,3817.481304526442,2792.4995761192795,788.6600339347849,1322.7249845840238,4347.994186617685,852.5730216699191,574.7448788298248,1114.6845286614475,1776.5352827880392,646.8676611578675,423.57258651523534,580.9128630705395,2214.291917781109,1326.2655477091603,1102.543509848615,2920.1058498724387,624.477029144637,3886.5420814464833,895.310154748216,1279.5475374745504,571.5135388768642,680.6132403526984,1019.6555717895293,1644.5863155447455,846.9358040443964,705.8988014810849,679.4443528361513,842.0700878721374,1016.9203095066119,10652.315477442156,2657.5615780309304,1432.1213625419482,3795.1484959307973,502.76886560305087,1155.7048484419613,4588.492150460375,830.0130336085052,1433.1085690632722,6353.528477422283,378.8447407373807,863.0748323104885,4139.3018332711745,991.2538304792608,2605.824226934349,523.9939258875239,575.0297598763943,4538.2232496876495,788.1367333388009,217.83811017917515,666.3245064641845,1280.4929487543504,2665.4809258068026,1463.8047832105344,7956.323516387117,2322.1808443049977,1225.8964367693877,1384.5799454009891,2665.4809258068026,6012.354771793676,
