Year,[Final Measures] Corporate Value Added adjusted for imputed interest; Source: Appendix Table 6..8.I-3,[Final Measures] Corporate NOS adjusted for imputed interest (Earnings before Interest and Taxes); Source: Appendix Table 6..8.I-4,[Final Measures] NIPA Corporate Profit; Source: Appendix Table 6..8.I-5,[Final Measures] Net Monetary Interest Paid and Transfers; Source: Corpnetmonint+corptransfers,[Final Measures] Corporate Current-Cost Fixed Capital (plant and equipment) Gross Stock; Source: Appendix Table 6.8.II.5,[Final Measures] Corporate Inventories; Source: Appendix Table 6.8.II.6,"[Final Measures] Corporate Total Capital Stock (plant, equipment, inventories); Source: KGCcorp + INVcorp","[Final Measures] Corp Max Rate of Profit, adj. for imputed interest and inventories; Source: VAcorp/KTCcorp(-1)","[Final Measures] Corporate Profit Share, adj. for imputed interest; Source: NOScorp/VAcorp","[Final Measures] Corp Profit Rate, adj. for imputed interest and inventories; Source: NOS/KTC(-1)","[Conventional Measures (w/o imputed int correction, w/0 inventories, and w/o capital stock corrections)] Corporate VA, w/o imputed interest adj.; Source: Appendix Table 6..8.I-3","[Conventional Measures (w/o imputed int correction, w/0 inventories, and w/o capital stock corrections)] BEA 2011 Corp Current-Cost Net Stock; Source: FA Table 6.1, line 1","[Conventional Measures (w/o imputed int correction, w/0 inventories, and w/o capital stock corrections)] Corp Max Rate of Profit, w/o imputed interest adj. or inventories; Source: VAcorpnipa/KNCcorpbea","[Conventional Measures (w/o imputed int correction, w/0 inventories, and w/o capital stock corrections)] Corporate Profit Share, w/o imputed interest adj.; Source: Pcorpnipa/VAcorpnipa","[Conventional Measures (w/o imputed int correction, w/0 inventories, and w/o capital stock corrections)] Corp Profit Rate, w/o imputed interest adj. or inventories; Source: Pcorpnipa/KNCcorpbea(-1)",[NA] Multiplier for NIPA Profit; Source: x1 = 1 + (NMINTcorp/Pcorp),[NA] Multiplier for Lagged Gross Stock; Source: x2 = 1 + (INVcorp(-1)/KNCcorpbea(-1)),[NA] Gross Fixed Capital / Net NIPA Capital; Source: x3 =  KNCcorpbea(-1) / KGCcorp(-1),[NA] Multiplier for Conventional Profit Rate; Source: rcorp/rcorpnipa = x3*(x1 / x2),[Proxy Measures (only effect due to new KGCcorp)] NIPA Corporate Max Rate of Profit; Source: VAcorpnipa/KGCcorp(-1),[Proxy Measures (only effect due to new KGCcorp)] NIPA Corporate Rate of Profit; Source: Pcorpnipa/KGCcorpbea(-1),[Capacity Utilization] Corp Capacity Utilization; Source: See derivation in Appendix 6.7.VI,[Capacity Utilization] FRB Capacity Utilization (1967 onward); Source: http://www.federalreserve.gov/,[Capacity Utilization] Normal Corp Max Rate of Profit; Source: Rcorpn / uK,[Capacity Utilization] ; Source: ProfshcorpHP100,[Capacity Utilization] Normal Corp  Rate of Profit; Source: Profshcorpn*Rcorpn,[Capacity Utilization] Normal NIPA Maximum Corp Rate of Profit (using uFRB); Source: Rcorpnipa / uFRB  (1967 onward),[Capacity Utilization] ; Source: ProfshcorpnipaHP(100,[Capacity Utilization] Normal NIPA Corp Rate of Profit (using uFRB); Source: Profshcorpnipan*Rcorpnipan  (1967 onward),[Capacity Utilization] Proxy Normal Max Profit Rate using uK; Source: Rcorp'/uK,[Capacity Utilization] Proxy Normal Average Profit Rate using uK; Source: Profshcorpnipan*Rcorp'n,[Nominal and Current (Real) Incremental Rates of Profit] Corporate Gross Investment in Fixed Capital; Source: Appendix Table 6.8.II.1 (from BEA FA T6.7),[Nominal and Current (Real) Incremental Rates of Profit] Corporate Current Cost Consumption of Fixed Capital (Depreciation); Source: Appendix Table 6.8.II.1 (from BEA FA T6.4),[Nominal and Current (Real) Incremental Rates of Profit] Gross Corporate NIPA Profit; Source: Pcorp + DEPCcorp,[Nominal and Current (Real) Incremental Rates of Profit],[Nominal and Current (Real) Incremental Rates of Profit] Gross Operating Surplus (adjusted); Source: NOScorp + DEPcorp,[Nominal and Current (Real) Incremental Rates of Profit],[Nominal and Current (Real) Incremental Rates of Profit] Change in Corporate Inventories,[Nominal and Current (Real) Incremental Rates of Profit] Corporate Gross Investment in Fixed Capital and Inventories,[Nominal and Current (Real) Incremental Rates of Profit] Adjusted Corp. Nominal Incremental Rate of Profit; Source: ∆GOScorp/(IGcorpbea + ∆INVcorp)-1,[Nominal and Current (Real) Incremental Rates of Profit] NIPA Corp. Nominal Incremental Rate of Profit; Source: ∆PGcorp/IGCcorpbea-1,[Nominal and Current (Real) Incremental Rates of Profit] Real Corporate Gross Investment; Source: Appendix Table 6.8.II.1 (from BEA FA T6.8),[Nominal and Current (Real) Incremental Rates of Profit] Price index Corporate Gross Investment (2005 = 100); Source: Appendix Table 6.8.II.1,[Nominal and Current (Real) Incremental Rates of Profit] Real Gross Operating Surplus; Source: (NOScorp + DEPcorp)/pIGcorpbea,[Nominal and Current (Real) Incremental Rates of Profit] Real Corporate Gross Profit (deflated by gross investment price index); Source: PGcorp/pIGcorpbea,[Nominal and Current (Real) Incremental Rates of Profit] Real Corporate Inventories (deflated by gross investment price index); Source: INVcorp/pIGcorpbea,[Nominal and Current (Real) Incremental Rates of Profit],[Nominal and Current (Real) Incremental Rates of Profit] Change in Real Gross Corporate Profit,[Nominal and Current (Real) Incremental Rates of Profit] Change in Real Corporate Inventories,[Nominal and Current (Real) Incremental Rates of Profit] Real Corporate Gross Investment in Fixed Capital and Inventories,[Nominal and Current (Real) Incremental Rates of Profit] Adjusted Corp. Real Incremental Rate of Profit; Source: ∆GOSRcorp/(IGRcorpbea + ∆INVRcorp)-1,[Nominal and Current (Real) Incremental Rates of Profit] NIPA Corp. Real Incremental Rate of Profit; Source: ∆PGRcorp/IGRcorpbea-1,"Corp max rate of profit (VA/KTC), BEA-derived post-2011","Corp profit share (NOS/VA), BEA-derived post-2011","Corp profit rate (NOS/KTC), BEA-derived post-2011","x1 interest adjustment ratio, BEA-derived post-2011","x2 inventory adjustment ratio, BEA-derived post-2011","x3 capital adjustment ratio (net/gross), BEA-derived post-2011",Spliced Shaikh Rcorp_max (1947-2011) + BEA-derived (post-2011),Spliced Shaikh ProfshCorp (1947-2011) + BEA-derived (post-2011),Spliced Shaikh rcorp (1947-2011) + BEA-derived (post-2011),Spliced Shaikh x1 (1947-2011) + BEA-derived (post-2011),Spliced Shaikh x2 (1947-2011) + BEA-derived (post-2011),Spliced Shaikh x3 (1947-2011) + BEA-derived (post-2011),Spliced Shaikh VAcorp (1947-2011) + BEA-derived (post-2011),Spliced Shaikh NOScorp (1947-2011) + BEA-derived (post-2011),Spliced Shaikh Pcorpnipa (1947-2011) + BEA T1.14 (post-2011),Spliced Shaikh NMINTcorp (1947-2011) + ratio-spliced (post-2011),Spliced Shaikh KGCcorp (1946-2011) + BEA-derived (post-2011),Spliced Shaikh INVcorp (1946-2011) + ratio-proxy (post-2011),Spliced Shaikh KTCcorp (1946-2011) + BEA-derived (post-2011),Spliced Shaikh VAcorpnipa (1947-2011) + ratio-spliced (post-2011),Spliced Shaikh KNCcorpbea (1946-2011) + BEA FA T6.1 (post-2011),Spliced Shaikh Rcorpnipa_max (1947-2011) + ratio-spliced (post-2011),Spliced Shaikh profshcorpnipa (1947-2011) + ratio-spliced (post-2011),Spliced Shaikh rcorpnipa (1947-2011) + ratio-spliced (post-2011),Spliced Shaikh iropcorp_nominal (1948-2011) + BEA-derived (post-2011),Spliced Shaikh iropcorp_real (1948-2011) + ratio-spliced (post-2011)
,S013A,S013B,S013C,S013D,S013E,S013F,S013G,S013H,S013I,S013J,S013K,S013L,S013M,S013N,S013O,S013P,S013Q,S013R,S013S,S013T,S013U,S013V,S013W,S013X,S013Y,S013Z,S013AA,S013AB,S013AC,S013AD,S013AE,S013AF,S013AG,S013AH,S013AI,S013AJ,S013AK,S013AL,S013AM,S013AN,S013AO,S013AP,S013AQ,S013AR,S013AS,S013AT,S013AU,S013AV,S013AW,S013AX,S013AY,S013AZ,S013H_EXT,S013I_EXT,S013J_EXT,S013P_EXT,S013Q_EXT,S013R_EXT,S013H_COMBINED,S013I_COMBINED,S013J_COMBINED,S013P_COMBINED,S013Q_COMBINED,S013R_COMBINED,S013A_COMBINED,S013B_COMBINED,S013C_COMBINED,S013D_COMBINED,S013E_COMBINED,S013F_COMBINED,S013G_COMBINED,S013K_COMBINED,S013L_COMBINED,S013M_COMBINED,S013N_COMBINED,S013O_COMBINED,S013AO_COMBINED,S013AZ_COMBINED
1946,,,,,152.54296239785796,20.679205132210768,173.22216753006873,,,,,159.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.5429623979,20.6792051322,173.2221675301,,159.4,,,,,
1946,,,,,,20.679205132210768,173.22216753006873,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,19.91072825877894,,,103.85961208170774,,,,,,,,,,,,,,,,,,,,,,,152.5429623979,20.6792051322,173.2221675301,,159.4,,,,,
1947,118.6,24.9,22.5,2.3999999999999995,170.5828337097477,25.192420766142597,195.77525447589028,0.684669876212078,0.20994940978077573,0.14374603640540254,117.1,190.1,0.7346298619824341,0.19214346712211786,0.1411543287327478,1.1066666666666667,1.1355631541904627,1.0449515172273744,1.018360809023163,0.7676525888790812,0.14749942997249638,0.885106384754181,,0.7735452912840868,0.229449284911671,0.17748941393192397,,0.213929049427121,,0.8672997981957614,0.1855406213963531,15.7,8.9,31.4,,33.8,,4.513215633931829,20.213215633931828,,,67.405856,23.2917448596751,145.11579189808916,134.811712,108.16029850025589,,,4.300686418548153,71.70654241854815,,,,,,,,,0.6846698762,0.2099494098,0.1437460364,1.1066666667,1.1355631542,1.0449515172,118.6,24.9,22.5,2.4,170.5828337097,25.1924207661,195.7752544759,117.1,190.1,0.734629862,0.1921434671,0.1411543287,,
1948,136.0,32.1,29.6,2.4999999999999996,191.68359280651978,28.798097438081573,220.48169024460137,0.694674106613144,0.2360294117647059,0.16396352075207296,134.1,208.1,0.70541820094687,0.22073079791200598,0.15570752235665442,1.0844594594594594,1.1476843842857503,1.1144145976813904,1.0530224761813871,0.7861283406053364,0.1735227358830571,0.923893213272095,,0.7518987006656971,0.229324174783279,0.1724285490507807,,0.213587846729656,,0.850886584415048,0.1817390333763618,17.8,10.4,40.0,8.600000000000001,42.5,8.700000000000003,3.6056766719389763,21.405676671938977,0.43041147720184386,0.7166666666666668,70.22863600000001,25.34578629720218,167.68073202247191,157.81715955056183,113.62084845345862,22.56494012438276,23.005447550561826,5.4605499532027295,75.68918595320274,0.31468453732815793,0.341297461611671,,,,,,,0.6946741066,0.2360294118,0.1639635208,1.0844594595,1.1476843843,1.1144145977,136.0,32.1,29.6,2.5,191.6835928065,28.7980974381,220.4816902446,134.1,208.1,0.7054182009,0.2207307979,0.1557075224,0.7166666667,0.3412974616
1949,132.4,30.2,27.6,2.699999999999999,200.7047696097666,28.522770172059257,229.22753978182587,0.6005033790022022,0.2280966767371601,0.13697282511983766,130.3,212.2,0.6261412782316195,0.21181887950882577,0.13262854396924556,1.0978260869565217,1.1502376756217711,1.0856432569586199,1.0361749696412539,0.6797660566156087,0.14398728444045125,0.869800388813019,,0.6903921712678062,0.22900357180577,0.1581022731670685,,0.21302835353792,,0.7815196053697534,0.16648583478952353,16.2,11.2,38.8,-1.2000000000000028,41.4,-1.1000000000000014,-0.27532726602231605,15.924672733977683,-0.05138823765576203,-0.07643312101910847,62.07985600000001,26.095421355358813,158.6485208888889,148.68508720987654,109.30181882731692,-9.032211133583019,-9.132072340685284,-4.319029626141699,57.76082637385831,-0.11933291420477785,-0.13003345730202254,,,,,,,0.600503379,0.2280966767,0.1369728251,1.097826087,1.1502376756,1.085643257,132.4,30.2,27.6,2.7,200.7047696098,28.5227701721,229.2275397818,130.3,212.2,0.6261412782,0.2118188795,0.132628544,-0.076433121,-0.1300334573
1950,150.6,37.2,34.4,2.8000000000000007,230.20600652901382,35.69829666230825,265.9043031913221,0.6569891215660126,0.2470119521912351,0.16228416548642546,148.4,238.1,0.699340245051838,0.23180592991913745,0.16211121583411875,1.0813953488372092,1.1421130660099235,1.057274325929492,1.001066858029636,0.7393944861825478,0.17139602644662832,0.879007756710052,,0.7474213015195563,0.228358741382195,0.17068018769724796,,0.212103400890346,,0.8411694669793945,0.1784149046714492,17.8,12.0,46.4,7.600000000000001,49.2,7.800000000000004,7.175526490248995,24.975526490248996,0.48980598410399556,0.4269662921348315,66.575,26.736763049192643,184.01629213483145,173.54382022471907,133.51764608388606,25.36777124594255,24.858733014842528,24.215827256569142,90.79082725656914,0.43918643202486496,0.4004315508535092,,,,,,,0.6569891216,0.2470119522,0.1622841655,1.0813953488,1.142113066,1.0572743259,150.6,37.2,34.4,2.8,230.206006529,35.6982966623,265.9043031913,148.4,238.1,0.6993402451,0.2318059299,0.1621112158,0.4269662921,0.4004315509
1951,172.9,42.5,39.1,3.4999999999999996,255.84979414602253,42.236510818829736,298.0863049648523,0.6502339297442505,0.24580682475419316,0.15983193761787534,170.3,258.5,0.7152456950860984,0.22959483264826774,0.16421671566568669,1.0895140664961636,1.1550710913262336,1.0342909969640226,0.9755889472991524,0.739772183044826,0.1698478705640205,0.925842940807343,,0.702315588405568,0.227251913197548,0.15960256113362697,,0.210653536289986,,0.7990255694985785,0.16831756180099555,21.7,13.6,52.7,6.300000000000004,56.1,6.899999999999999,6.538214156521484,28.238214156521483,0.27627045230433533,0.3888888888888892,73.786404,29.409212027733457,190.75655596313365,179.19555257142858,143.61660142067012,6.740263828302204,5.651732346709508,10.098955336784059,83.88535933678406,0.07423948026439547,0.08489271268057841,,,,,,,0.6502339297,0.2458068248,0.1598319376,1.0895140665,1.1550710913,1.034290997,172.9,42.5,39.1,3.5,255.849794146,42.2365108188,298.0863049649,170.3,258.5,0.7152456951,0.2295948326,0.1642167157,0.3888888889,0.0848927127
1952,180.9,40.6,37.0,3.700000000000001,276.7328418152084,44.2476572792157,320.9804990944241,0.6068712214783908,0.2244333886124931,0.13620216468779806,178.1,273.5,0.6889748549323017,0.20774845592363841,0.14313346228239845,1.1,1.1650832315883117,1.0103584443474867,0.953918362782645,0.6961115626239356,0.14461610228571375,0.910232961177826,,0.6667207707937863,0.225731729522999,0.15050003270018839,,0.208716273230991,,0.7647619810682081,0.1596182705973061,22.7,14.5,51.5,-1.2000000000000028,55.1,-1.0,2.011146460385966,24.711146460385965,-0.03541300432304621,-0.0674157303370788,75.597244,30.027549681573046,183.49815614096917,171.50916590308373,147.35686976939408,-7.258399822164478,-7.686386668344852,3.7402683487239585,79.33751234872396,-0.08652761196412544,-0.10417077200760254,,,,,,,0.6068712215,0.2244333886,0.1362021647,1.1,1.1650832316,1.0103584443,180.9,40.6,37.0,3.7,276.7328418152,44.2476572792,320.9804990944,178.1,273.5,0.6889748549,0.2077484559,0.1431334623,-0.0674157303,-0.104170772
1953,193.6,41.099999999999994,37.3,3.7999999999999976,296.53555848647704,46.10110690219687,342.6366653886739,0.6031519065681555,0.21229338842975204,0.12804516198321894,190.79999999999998,287.0,0.6976234003656306,0.19549266247379454,0.13638025594149908,1.101876675603217,1.159893046987038,0.9883178238115764,0.9388834263380799,0.6894736408893922,0.1347870377629682,0.924771666526794,,0.6522171130452558,0.224032313497744,0.14611770873834828,,0.20651858984461,,0.7455609485516344,0.15397219573809334,24.8,15.4,52.699999999999996,1.1999999999999957,56.49999999999999,1.3999999999999915,1.8534496229811666,26.653449622981167,0.05665459521452429,0.055299539170506715,81.125632,30.56986970529857,184.82250838709675,172.391968,150.8057029572695,1.3243522461275745,0.8828020969162651,3.448833187875408,84.5744651878754,0.016692636395081967,0.011677702125176218,,,,,,,0.6031519066,0.2122933884,0.128045162,1.1018766756,1.159893047,0.9883178238,193.6,41.1,37.3,3.8,296.5355584865,46.1011069022,342.6366653887,190.8,287.0,0.6976234004,0.1954926625,0.1363802559,0.0552995392,0.0116777021
1954,190.4,40.3,36.4,4.000000000000001,311.23510269058767,46.03747911853146,357.2725818091191,0.5556906753806325,0.2116596638655462,0.11761730156428303,187.4,295.3,0.6529616724738676,0.1942369263607257,0.12682926829268293,1.10989010989011,1.1554656957077856,0.9678434568348339,0.9296683446797023,0.6319646822677626,0.12275087745222282,0.8767209649086,,0.6338284330163868,0.222374470965749,0.1409472624750687,,0.204277301529784,,0.7208276151279743,0.14724872008649229,24.1,16.2,52.599999999999994,-0.10000000000000142,56.5,0.0,-0.06362778366541022,24.03637221633459,0.0,-0.004405286343612398,78.35611200000001,30.757013569024455,183.69793892116184,171.0179041991701,149.68123941947354,-1.1245694659349112,-1.3740638008299015,-1.1244635377959469,77.23164846220406,-0.013296796656494017,-0.01693748038634573,,,,,,,0.5556906754,0.2116596639,0.1176173016,1.1098901099,1.1554656957,0.9678434568,190.4,40.3,36.4,4.0,311.2351026906,46.0374791185,357.2725818091,187.4,295.3,0.6529616725,0.1942369264,0.1268292683,-0.0044052863,-0.0169374804
1955,215.70000000000002,51.300000000000004,46.6,4.700000000000004,347.98339125729046,52.78384952113242,400.7672407784229,0.6037407038283239,0.23783031988873435,0.1435878447213399,212.4,325.0,0.7192685404673214,0.2193973634651601,0.1578056214019641,1.1008583690987126,1.1479186593046329,0.9488004323650169,0.9099032306054007,0.6824423021819491,0.1497260418158137,0.903114199638367,,0.6685098120150021,0.220861684636002,0.1476482032773304,,0.202099037787007,,0.7556544924830312,0.15271704583024973,26.6,17.1,63.7,11.100000000000009,68.4,11.900000000000006,6.746370402600959,33.34637040260096,0.495083030537904,0.44758064516129065,85.503604,31.109799769375808,219.86641028571427,204.7586306315789,169.66952507708626,36.16847136455243,33.74072643240882,19.98828565761272,105.49188965761272,0.46831152881907867,0.43060746087565976,,,,,,,0.6037407038,0.2378303199,0.1435878447,1.1008583691,1.1479186593,0.9488004324,215.7,51.3,46.6,4.7,347.9833912573,52.7838495211,400.7672407784,212.4,325.0,0.7192685405,0.2193973635,0.1578056214,0.4475806452,0.4306074609
1956,230.0,50.300000000000004,45.2,5.100000000000001,391.8473726280085,58.82817443841661,450.6755470664251,0.573899202822226,0.21869565217391307,0.12550926044329552,226.4,360.7,0.6966153846153846,0.19964664310954064,0.1390769230769231,1.1128318584070798,1.1516849678670593,0.933952620053935,0.9024449036298904,0.6506057636314181,0.12989125669673188,0.86929577589035,,0.6601886477987622,0.219490692507833,0.14490526349116017,,0.199989655101475,,0.7484285345399898,0.14967796449075493,32.2,19.2,64.4,0.7000000000000028,69.5,1.0999999999999943,6.044324917284193,38.244324917284196,0.03298709834741703,0.029045643153527086,96.10234400000002,33.505946535497614,207.42586670807455,192.20468800000003,175.5753247444944,-12.440543577639716,-12.553942631578877,5.905799667408132,102.00814366740815,-0.11792891015619376,-0.1468235494679134,,,,,,,0.5738992028,0.2186956522,0.1255092604,1.1128318584,1.1516849679,0.9339526201,230.0,50.3,45.2,5.1,391.847372628,58.8281744384,450.6755470664,226.4,360.7,0.6966153846,0.1996466431,0.1390769231,0.0290456432,-0.1468235495
1957,239.69999999999996,50.5,44.5,6.000000000000001,426.5861093605473,61.555841212633254,488.14195057318057,0.5318682177461707,0.21068001668752612,0.112054004990328,235.59999999999997,386.9,0.6531743831438868,0.18887945670628187,0.12337122262267813,1.1348314606741574,1.150130327642298,0.9205114674647122,0.908266957303625,0.6012545099381374,0.11356462517931715,0.843951225280762,,0.6302120333663015,0.218427615734215,0.1376557118552128,,0.198128019580514,,0.7124280312977976,0.14115195493467708,34.9,21.3,65.8,1.3999999999999915,71.8,2.299999999999997,2.727666774216644,37.62766677421664,0.06013964176317652,0.0526315789473681,98.59491200000001,35.39736411550324,202.83996222349575,185.8895475530086,173.89950565746562,-4.585904484578805,-6.315140446991421,-1.6758190870287706,96.91909291297124,-0.04495625858589183,-0.0657126578202028,,,,,,,0.5318682177,0.2106800167,0.112054005,1.1348314607,1.1501303276,0.9205114675,239.7,50.5,44.5,6.0,426.5861093605,61.5558412126,488.1419505732,235.6,386.9,0.6531743831,0.1888794567,0.1233712226,0.0526315789,-0.0657126578
1958,233.50000000000003,46.4,39.9,6.499999999999999,442.59008309327965,64.38519516355932,506.975278256839,0.4783444646087522,0.19871520342612417,0.09505431759248864,229.10000000000002,394.4,0.5921426725252004,0.17415975556525531,0.10312742310674593,1.162907268170426,1.14429874733827,0.9069681161910386,0.9217171798630038,0.5370545242165081,0.09353328466276155,0.798105180263519,,0.5993501563926851,0.217830668543038,0.13055684525839298,,0.196689100780437,,0.672911963858176,0.13235444907566254,30.2,22.7,62.599999999999994,-3.200000000000003,69.1,-2.700000000000003,2.8293539509260626,33.029353950926065,-0.07175571146096431,-0.09937888198757772,84.481012,35.74767783321535,193.29926917880792,175.11626990728476,180.11014719321182,-9.540693044687828,-10.773277645723851,6.210641535746191,90.6916535357462,-0.09843976824313573,-0.10926808926736352,,,,,,,0.4783444646,0.1987152034,0.0950543176,1.1629072682,1.1442987473,0.9069681162,233.5,46.4,39.9,6.5,442.5900830933,64.3851951636,506.9752782568,229.1,394.4,0.5921426725,0.1741597556,0.1031274231,-0.099378882,-0.1092680893
